46, 1001
Ann Middlebrook
NOAA ESRL CSD
C-ToF AMS Instrument 
SENEX 2013
1, 1
2013, 06, 11, 2014, 02, 10
1
AOCTimewave, seconds_past_midnight, AOCTimewave
7
1, 1, 1, 1, 1, 1, 1
-9999, -9999, -9999, -9999, -9999, -9999, -9999
AMS_SO4, microgram_per_standard_cubic_meter_of_air, AMSSulfate
AMS_NO3, microgram_per_standard_cubic_meter_of_air, AMSNitrate
AMS_NH4, microgram_per_standard_cubic_meter_of_air, AMSAmmonium
AMS_Org, microgram_per_standard_cubic_meter_of_air, AMSOrganic
AMS_Chl, microgram_per_standard_cubic_meter_of_air, AMSChloride
AMS_Total, microgram_per_standard_cubic_meter_of_air, AMSTotal
AMS_SiliconeFlag, none, AMSSiliconeFlag
5
Data are 10 second averages, given with the AMS mid-time timestamp. 
New ionization efficiency calibrations and composition dependend collection efficiencies have been applied.
Data have been time-aligned with vfine.
Flag provided for times when silicone was present and those data points were removed.
Flags for higher uncertainty or in-cloud data are not included. 
20
PI_CONTACT_INFO: Email: Ann.M.Middlebrook@noaa.gov
PLATFORM: Platform: NOAA WP-3D
LOCATION: Location: The aircraft was stationed in Smyrna, TN. Aircraft location information is in AircraftPos file.
ASSOCIATED_DATA: N/A
INSTRUMENT_INFO: Jayne et al., Aerosol Sci. Technol., 33, 49-70, 2000. Jimenez et al., J. Geophys. Res., 108(D7), 8425, doi: 10.1029/2001JD001212, 2003. Bahreini et al., J. Geophys. Res., 108, ACE 13, doi: 10.1029/2002JD003226, 2003. Drewnick et al., Aerosol Sci. Technol., 39, 637-658, 2005. DeCarlo et al., Anal. Chem., doi: 10.1021/ac061249n, 2006.
DATA_INFO: Realtime 10 s data; units: micrograms per standard cubic meter of air
UNCERTAINTY: +/- 30%
ULOD_FLAG: -7777
ULOD_VALUE: N/A
LLOD_FLAG: -8888
LLOD_VALUE: AMS_SO4=0.06, AMS_NO3=0.15, AMS_NH4=0.27, AMS_Org=0.37, AMS_Chl=0.11, AMS_Total=0.49
DM_CONTACT_INFO: Data Manager: Ken Aikin; email:Kenneth.C.Aikin@noaa.gov
PROJECT_INFO: Project Info: SENEX, June-July, 2013
STIPULATIONS_ON_USE: Use of these data require prior ok from PI.
OTHER_COMMENTS: Mass distributions available upon request.
REVISION: 0
R0: Final Data.
RB: New IE calibrations have been applied. For intermediate use only.
RA: Preliminary Data.  For in-field use only.
AOCTimewave, AMS_SO4, AMS_NO3, AMS_NH4, AMS_Org, AMS_Chl, AMS_Total, AMS_SiliconeFlag
70460,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70461,1.22,0.20,0.91,6.92,-9999.00,9.23,-9999
70462,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70463,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70464,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70465,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70466,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70467,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70468,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70469,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70470,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70471,1.22,0.20,1.01,6.98,-9999.00,9.36,-9999
70472,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70473,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70474,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70475,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70476,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70477,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70478,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70479,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70480,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70481,1.30,0.27,1.01,6.88,-9999.00,9.47,-9999
70482,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70483,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70484,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70485,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70486,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70487,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70488,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70489,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70490,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70491,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70492,1.34,0.23,1.02,7.24,-9999.00,9.81,-9999
70493,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70494,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70495,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70496,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70497,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70498,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70499,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70500,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70501,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70502,1.27,0.26,0.94,6.96,-9999.00,9.43,-9999
70503,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70504,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70505,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70506,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70507,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70508,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70509,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70510,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70511,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70512,1.26,0.21,0.90,7.29,-9999.00,9.61,-9999
70513,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70514,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70515,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70516,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70517,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70518,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70519,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70520,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70521,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70522,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70523,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70524,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70525,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70526,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70527,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70528,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70529,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70530,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70531,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70532,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70533,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70534,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70535,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70536,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70537,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70538,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70539,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70540,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70541,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70542,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70543,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70544,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70545,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70546,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70547,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70548,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70549,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70550,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70551,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70552,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70553,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70554,1.31,0.30,0.99,6.98,-9999.00,9.61,-9999
70555,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70556,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70557,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70558,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70559,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70560,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70561,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70562,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70563,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70564,1.26,0.20,0.96,7.16,-9999.00,9.58,-9999
70565,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70566,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70567,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70568,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70569,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70570,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70571,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70572,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70573,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70574,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70575,1.32,0.23,0.98,6.96,-9999.00,9.53,-9999
70576,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70577,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70578,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70579,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70580,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70581,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70582,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70583,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70584,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70585,1.26,0.30,0.93,7.48,-9999.00,9.99,-9999
70586,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70587,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70588,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70589,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70590,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70591,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70592,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70593,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70594,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70595,1.31,0.22,1.05,7.16,-9999.00,9.75,-9999
70596,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70597,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70598,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70599,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70600,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70601,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70602,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70603,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70604,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70605,1.36,0.22,0.97,7.34,-9999.00,9.89,-9999
70606,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70607,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70608,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70609,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70610,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70611,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70612,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70613,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70614,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70615,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70616,1.35,0.24,0.90,7.03,-9999.00,9.52,-9999
70617,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70618,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70619,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70620,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70621,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70622,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70623,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70624,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70625,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70626,1.39,0.23,1.03,7.12,-9999.00,9.80,-9999
70627,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70628,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70629,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70630,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70631,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70632,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70633,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70634,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70635,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70636,1.47,0.25,1.08,7.55,-9999.00,10.32,-9999
70637,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70638,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70639,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70640,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70641,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70642,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70643,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70644,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70645,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70646,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70647,1.30,0.27,0.98,7.02,-9999.00,9.58,-9999
70648,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70649,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70650,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70651,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70652,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70653,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70654,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70655,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70656,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70657,1.50,0.19,1.01,7.21,-9999.00,9.88,-9999
70658,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70659,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70660,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70661,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70662,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70663,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70664,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70665,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70666,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70667,1.41,0.24,1.00,7.15,-9999.00,9.84,-9999
70668,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70669,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70670,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70671,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70672,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70673,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70674,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70675,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70676,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70677,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70678,1.42,0.22,1.11,7.27,-9999.00,10.01,-9999
70679,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70680,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70681,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70682,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70683,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70684,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70685,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70686,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70687,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70688,1.48,0.17,1.04,6.72,-9999.00,9.45,-9999
70689,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70690,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70691,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70692,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70693,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70694,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70695,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70696,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70697,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70698,1.47,0.17,1.10,7.00,-9999.00,9.73,-9999
70699,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70700,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70701,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70702,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70703,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70704,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70705,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70706,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70707,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70708,1.46,0.21,1.06,7.01,-9999.00,9.74,-9999
70709,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70710,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70711,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70712,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70713,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70714,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70715,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70716,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70717,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70718,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70719,1.41,0.20,1.13,7.00,-9999.00,9.79,-9999
70720,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70721,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70722,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70723,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70724,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70725,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70726,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70727,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70728,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70729,1.57,0.26,1.11,7.21,-9999.00,10.10,-9999
70730,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70731,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70732,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70733,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70734,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70735,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70736,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70737,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70738,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70739,1.44,0.26,1.09,6.69,-9999.00,9.49,-9999
70740,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70741,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70742,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70743,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70744,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70745,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70746,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70747,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70748,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70749,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70750,1.48,0.23,1.32,6.71,-9999.00,9.78,-9999
70751,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70752,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70753,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70754,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70755,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70756,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70757,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70758,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70759,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
70760,1.48,0.17,1.12,6.91,-9999.00,9.73,-9999
70761,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999.00,-9999
